TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Homemade Baked Beans Recipe (Wholesome & Healthy),"250 grams Dry beans - (such as cannellini or soya beans),1 teaspoon Cumin powder (Jeera),1/4 teaspoon Red Chilli powder - or cayenne pepper,1 Onion - finely chopped,1 clove Garlic - grated,1 teaspoon Extra Virgin Olive Oil,1 tablespoon Honey - or more to taste,500 grams Tomatoes - pureed,Salt and Pepper - (coarsely pounded pepper) to taste,1 teaspoon Dried oregano",120,Fusion,"To begin making the homemade baked beans recipe, we first have to soak the beans overnight for about 8 hours in water.We also have to make the cooked tomato puree.
Click here to see the recipe of how to make tomato puree at home.Once the beans are soaked well, our next step is to cook them.
I like using the pressure cooker method to cook the beans.
Place the beans in the pressure, place the weight on, cover the pan and cook it along with 2-1/2 cups of water.
After you heat 4 to 5 whistles, turn the heat to low and cook for another 15 minutes.Turn off the heat and allow the pressure cooker to release its pressure naturally.
This would take another 10 minutes.
The beans continue to cook under the pressure even when it is turned off.Once the pressure is released, open the cooker and drain out the excess liquids.
You store this liquid and use it in the vegetable stock or risotto.Once the beans are cooked, our next step is to spice it up to make the baked beans.Heat oil in a sauce pan on medium heat; add in the onions and garlic and give it a light sauté until the onions are tender.
Add the tomatoes, honey and the spices and give it a stir.Add in the cooked drained beans into the tomato gravy.
Stir fry the beans until the beans get well coated with the tomatoes.
Cover the pan, turn the heat to low and simmer the beans for about 30 minutes until you noticed the beans are well coated with the spices and tomatoes.
Check the salt and seasoning levels and adjust to suit your taste.You can optionally garnish the Homemade Baked Beans with coriander leaves and serve it along with toast, or Potato Cakes Recipe.",https://www.archanaskitchen.com/homemade-baked-beans-recipe-wholesome-healthy,"tomato,salt,cumin powder (jeera),pepper ( pepper),cloves garlic,virgin olive oil,onion,dry beans (such cannellini soya beans),red chilli powder cayenne pepper,dried oregano",https://www.archanaskitchen.com/images/archanaskitchen/World_Breakfast/Homemade_baked_beans_Recipe_healthy_breakfast_shutterstock_222439996.jpg,10
Veg Chili Cheese Burgers Recipe,"1 tablespoon Tabasco Original - Hot Sauce,5 Pickled Jalapenos - sliced,1 Onion - chopped,1 Whole Egg,1 teaspoon Red Chilli flakes,1 tablespoon Red Chilli powder,1 Onions - chopped,Salt - to taste,2 Cheese Slices,2 Burger buns,2 Potatoes (Aloo) - pressure cooked,4 cloves Garlic - chopped,1 tablespoon Dried oregano,1 cup Homemade tomato puree,2 Tomatoes - chopped,1/2 cup Soy granules,1 Green Bell Pepper (Capsicum) - chopped,1/2 cup Whole Wheat Bread crumbs,1 teaspoon Honey,1 tablespoon Cumin powder (Jeera),Sunflower Oil",55,Continental,"To begin making the Veg Chili Cheese Burgers Recipe, we will first pressure cook the potatoes and keep it ready.
Cook them for 5 whistles in a pressure cooker.
Once done allow the pressure to release naturally and peel off the skin.
Add them into a bowl and mash it using a potato masher.Add onions, salt and red chilli powder and bind it together.
Shape them into medium sized cutlets and leave it in the fridge to rest until you move on to make the sauce.To make the sauce, heat a flat skillet with oil on medium heat, add garlic and allow it soften for few seconds.Add chopped onions and saute until they turn golden brown.
Add chopped capsicum and saute for a few minutes.
Add in chopped tomatoes and sprinkle with a bit of salt and saute till they turn mushy.
Also add in the tomato puree and all the seasonings like, red chilli powder, cumin powder, red chilli flakes, dried oregano, tobacco sauce and honey.Keep sautéing until the tomatoes are cooked, you will notice the tomatoes will change color and the raw smell goes away.At the end add the soya granules and salt to taste.
Add about 1/4 cup of water and allow it to boil for 4-6 minutes minutes.
Let the sauce be little gravish.Switch off the heat, heat a flat skillet for the patties to shallow fry them.
Take the patties out of the fridge.
Beat an egg into a bowl and also keep the bread crumbs ready over a plate.Carefully dip the patties into the egg and place them over the bread crumbs and coat them well on either side Dust off the excess bread crumbs.Place the crumb dipped patties on to the hot skillet and drizzle some oil on top.
Cook on either side for atleast 10 minutes.
Till you can see brown color crispy layer on top.Do the same for the rest of the patties and set aside.Once done, add a tablespoon of butter on the same skillet and cut the burger bun in to half horizontally and toast them on the tawa.
Toast till the burger buns are golden brown and crisp.Take a cooked patty, spoon two tablespoon of the sauce on top, place a cheese slice over it and microwave the patty for just 10 seconds until you see the cheese melt.Take the patty out, spread some of the sauce on the base of the burger bun and place the patty with cheese on top and add few slices of jalapeno and close it with the burger top and serve.
Do the same for the rest of the burger.Serve the Veg Chili Cheese Burgers Recipe along with baby potato stir fry and Mango Iced Tea Recipe to make it a complete meal.",https://www.archanaskitchen.com/veg-chili-cheese-burgers-recipe,"cheese,salt,burger buns,potato (aloo) pressure,tomato,soy granules,eggs,cumin powder (jeera),tabasco original sauce,sunflower oil,red chilli powder,cloves garlic,red chilli flakes,jalapenos,onion,green bell pepper (capsicum),wheat bread crumbs,dried oregano",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Veg_Chili_Cheese_Burgers_Recipe.jpg,18
Andhra Steel Ingavu Charu Recipe - Asfoitida Flavored Tamarand Rasam,"1 teaspoon Asafoetida (hing),Sunflower Oil - for cooking,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),2 cup Tamarind Water,1 sprig Curry leaves,1/2 cup Arhar dal (Split Toor Dal),1 pinch Asafoetida (hing)",30,Andhra,"To begin making the Andhra Style Ingavu Chaaru Recipe pressure cook the tamarind water with toor dal, hing and salt for about 4 whistles.
Turn off the flame and allow the pressure to release naturally.
Open the lif of the cooker and thoroughly mash the dal and bring the whole mixture together by mixing it well.
To temper, heat a kadai with oil, add mustard seeds, cumin seeds, fenugreek seeds and allow it to crackle.Add curry leaves, pinch of hing and leave it for 2 seconds and pour it over the rasam.
Serve the Andhra Style Ingavu Chaaru Recipe along with steamed rice and Gorikayi Palya Recipe  as a comforting meal during your week day.",https://www.archanaskitchen.com/andhra-style-ingavu-chaaru-recipe-asafetida-flavored-tamarind-rasam,"salt,arhar dal (split toor dal),tamarind water,mustard seeds,asafoetida (hing),curry leaves,cumin seeds (jeera),methi seeds (fenugreek seeds),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Andhra_Style_Ingavu_Chaaru_Recipe_Asafetida_flavored_Tamarind_Rasam.jpg,9
And fish soup recipe - Bengali style fish in tomato gravy,"1-1/2 tablespoons Ginger - paste,1-1/4 cups Water - add 2 cups if you like a loose gravy,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),Salt - to taste,4 Green Chillies - coarsely crushed,1 Tomato - finely chopped,Mustard oil - as required,1 teaspoon Coriander Powder (Dhania),1 tablespoon Coriander (Dhania) Leaves - optional,2 Bay leaves (tej patta),Sugar - a pinch (optional),600 grams Aar Maach (fish) - rohu/ katla fish (cut into thick steaks),1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies - slit lengthwise",20,Bengali Recipes,"To begin making the Aar Macher Jhol Recipe, firstly marinate the fish with salt and turmeric powder.Heat oil in a wok and shallow fry the fish on both sides till they turn crispy and golden.
Remove and keep aside.Into the same wok, add bay leaves and cumin seeds.
Fry these for 1 minute and add the chopped tomatoes.Sauté well.
Into this Bengali Style Fish Gravy, add turmeric powder, cumin powder, coriander powder and enough salt and sauté till tomatoes soften.
Add the ginger paste and coarsely crushed green chilies.
Sauté till raw smell goes away and oil floats.Now add the water and allow the Fish gravy to come to a boil.
Once the gravy starts boiling, add the fried fish and cook covered till fish has cooked through.
[This should take about 6 to 8 minutes approximately]Once the fish has cooked through, add the slit green chilies, adjust salt if necessary and add sugar to taste.
Allow it to cook for 5 minutes.Garnish this Bengali Fish Curry with coriander leaves and serve hot.
Serve piping hot Aar Macher Jhol – Fish In Spicy Tomato Gravy along with Steamed Rice and Begun Bhaja for a weekday lunch or dinner.
Enjoy!",https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-style-fish-in-spicy-tomato-gravy,"tomato,salt,cumin powder (jeera),coriander powder,bay leaves (tej patta),mustard oil,coriander (dhania) leaves,water,sugar,cumin seeds (jeera),ginger paste,turmeric powder,green chillies,aar maach (fish) rohu katla fish (cut steaks)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/donna_george/Aar_Macher_Jhol__Bengali_Style_Fish_In_Spicy_Tomato_Gravy_1600.jpg,14
Saunf Aloo (Fennel Potato Curry) Recipe,"1/4 cup Fresh cream - or 1/2 cup milk,5 Potatoes (Aloo) - halved with skin,2 teaspoon Fennel seeds (Saunf) - crushed,4 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Turmeric powder (Haldi),2 teaspoon Red Chilli powder",25,Punjabi,"To begin with Saunf Aloo, heat oil in a pressure cooker.
Add turmeric powder, salt, red chilli powder and crushed fennel seeds till the fennel seeds turns golden in colour.Now add the potatoes and mix it properly with the masala.
Sauce it for 2-3 minutes and then add enough water to cover the potatoes in the cooker.Switch the heat after two whistles and once the pressure is released, open the lid of the pressure cooker.The next step is to add the cream or milk and mash a few potatoes to get a thicker consistency.
Let it cook for 5 more minutes or until the cooker releases 2 more whistles.Garnish the Saunf Aloo with some roasted saunf and chopped coriander.
Serve Sauf Aloo along with Amritsari Dal and Whole Wheat lachha Paratha for a weekday meal.",https://www.archanaskitchen.com/saunf-aloo-fennel-potato-curry-recipe,"fennel seeds (saunf),potato (aloo) skin,milk,red chilli powder,coriander (dhania) leaves,turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Saunf_Aloo__Fennel_Potato_Curry.jpg,6
South Indian Onion Chutney Recipe - South Indian Onion Chutney (Recipe)," 1 teaspoon cumin seeds, 2 teaspoons oil, 2 tablespoons black urad dal (split), salt - 1 teaspoon, 3 dry red chillies, 1/2 teaspoon oil, 1 tablespoon tamarind paste, as per taste Rye, 1 sprig curry leaves, 1/2 teaspoon jaggery,2 onions",40,South Indian Recipes,"To make South Indian Onion Chutney, first of all chop the onion and keep it aside.
Now heat 1 teaspoon of oil in the pan.
Add cumin seeds, dry red chillies and let it cook for 10 seconds.
Now add urad dal in it and let it cook till it becomes golden.
Turn off the gas and drain in a bowl.
Add another spoon of oil to the same pan.
Add onions and let it cook for 4 to 5 minutes.
Turn off the gas and let it cool down.
Now put urad dal, cumin and dry red chillies in the mixer grinder and grind them.
Add cooked onions, tamarind and jaggery.
Add some water and grind it.
Now for the tempering, heat the oil in a small pan.
Add mustard seeds and curry leaves.
After 10 seconds, add it to the chutney and mix.
Serve South Indian onion chutney with masala dosa or ghee dosa for a tsunag breakfast.",https://www.archanaskitchen.com/south-indian-onion-chutney-recipe-in-hindi,"salt,rye,jaggery,black urad dal (split),curry leaves,dry red chillies,onion,oil,tamarind paste,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Aparna/The_Healthy_South_Indian_Onion_Chutney_1600.jpg,10
Hariyali Egg Curry Recipe In Coriander and Mint Gravy,"2 cups Coriander (Dhania) Leaves - tightly packed,4 cloves Garlic,1 inch Ginger - chopped,1 teaspoon Garam masala powder,1 Cinnamon Stick (Dalchini) - small,2 Green Chillies - chopped,1 Onion - roughly chopped,1 tablespoon Sunflower Oil,2 Cloves (Laung),1 Bay leaf (tej patta),4 Whole Eggs - boiled,2 tablespoons Fresh cream,1 cup Mint Leaves (Pudina) - chopped,2 teaspoons Coriander Powder (Dhania)",35,Indian,"To begin making the Hariyali Egg Curry recipe, we will first make the Hariyali Masala.Into the Mixer Grinder (medium jar), add the Coriander leaves mint leaves, Green Chillies and 1/2 cup water.
Blend all of them together to make a smooth paste and keep aside.Into the small jar of the mixer grinder, add the onions, ginger and garlic and grind to make a paste.
Heat 1 tablespoon oil in a kadai over medium heat, add the Bay leaf (tej patta), Cloves, Cinnamon Stick and roast for a few seconds.
Add the Onion ginger garlic paste.Saute for 4 to 5 minutes until raw onion smell goes away.Once the onions are roasted, add garam masala powder, coriander powder and saute for a few seconds.Add the Hariyali Coriander Mint Mixture, the fresh cream and the 4 Boiled eggs.Add water if required to adjust the consistency of the Hariyali Egg Curry.
 Cover & simmer the Hariyali Egg Curry for 5 minutes.Check the salt and spices and adjust to according to your taste and transfer the Hariyali Egg Curry into a serving bowl.
Serve the Hariyali Egg Curry along with Malabar Parotta or  Whole Wheat Lachha Paratha and Burani Raita for a weeknight dinner.",https://www.archanaskitchen.com/hariyali-egg-curry-recipe-in-coriander-and-mint-gravy,"green chillies,ginger,bay leaf (tej patta),coriander (dhania) leaves,mint leaves (pudina),cloves garlic,cinnamon stick (dalchini),onion,coriander powder,eggs,cloves (laung),garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Hariyali_Egg_Curry_Recipe_Creamy_Coriander_and_Mint_Curry-5_1600.jpg,13
Gourd Raita Recipe - Grated Bottle Gourd Yogurt Salad," 1 green - finely chopped, 1 cucumber - peel and grind, 1/2 teaspoon cumin powder, 1 cup gourd - peel and tighten, salt - as per taste,2 cups curd, 1 green coriander - little",30,Indian,"To prepare gourd raita, prepare all the ingredients first.
Add grated gourd, cucumber, curd, green chillies, salt, cumin powder and coriander in a large bowl.
Mix well and your raita is ready.
Serve gourd raita with Garlic Dal, gourd elder greens and phulka for dinner.",https://www.archanaskitchen.com/grated-bottle-gourd-yogurt-salad-recipe-in-hindi,"coriander (dhania) leaves,cucumber grind,salt,green,cumin powder,curd,gourd",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Lauki_Raita_Recipe_Grated_Bottle_Gourd_Yogurt_Salad-1.jpg,7
Homemade Tater Tots Recipe,"10 Potatoes (Aloo),1 teaspoon Garlic powder,Salt - to taste,Sunflower Oil - for deep frying the tater tots,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 teaspoon Red Chilli flakes,2 tablespoon All Purpose Flour (Maida),1 teaspoon Onion powder,1 tablespoon Rice flour,1 teaspoon Dried oregano",60,Continental,"To begin making the Homemade Tater Tots Recipe, scrub potatoes thoroughly and wash them until clean.
Peel the skin of the potatoes and we will not parboil the potatoes in hot water.
In a large saucepan, add the potatoes and boil it brisk for about 5 to 7 minutes.
After 5 to 7 minutes the potatoes would have boiled through slightly, but firm.Once boiled, water the potatoes until cold water and pat dry.
This process will cool the potatoes a little.
Once slightly cooled, grate the potatoes into a large mixing bowl.
Add the garlic powder, onion powder, dried oregano, red chili flakes, fresh coriander leaves, salt to taste, all purpose flour, rice flour and mix well to form a dough like consistency.The next step is to shape the potatoes and deep fry the tater tots.
Grease your fingers and palm with oil and shape the potatoes into bite size ovals (cylinders).Heat oil in a pan for deep frying over medium heat.
Carefully drop each one of the shaped Tater Tots in oil and fry them on medium heat until golden brown on all sides.Once done, remove the Tater Tots from the oil and place it on kitchen paper towels to absorb the excess oil.Serve the Tater Tots with tomato ketchup or a Sichuan Style Bird Eye Chili Sauce as a tea time snack or as an appetizer for parties.",https://www.archanaskitchen.com/homemade-tater-tots-recipe,"salt,rice flour,coriander (dhania) leaves,onion powder,sunflower oil the r tots,flour (maida),red chilli flakes,garlic powder,potato (aloo),dried oregano",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Homemade_Tater_Tots.jpg,10
Chettinad Vegetable Casserole Recipe - Chettinad Vegetable Pulao Recipe," 1/4 cup mint leaves - finely chopped, 2 cloves garlic - tighten, 1 tsp turmeric powder, 1 tsp fennel , 12 green beans - chop, 1 tsp coriander seeds, 1 inch ginger - tighten, 2 cloves, 1 inch cinnamon, 1/4 cup green peas - steam,1 cup rice - wash well in water, ghee - as per use, 1 tsp whole pepper, 1 bay leaf - break , 2 potatoes - peel and chop, 1 carrot - chop, 12 small onions - finely chopped, 1 tsp red chilli powder, 2 green chillies - straight and thin cut",60,Chettinad,"To make Chettinad vegetable casserole, first cut all the vegetables.
Soak rice for 30 minutes.
Heat a pan on gas.
Add long, cinnamon, fennel, whole black pepper, coriander seeds, and roast for 2 to 3 minutes.
Turn off the gas and allow this spice mixture to cool.
After it cools down, put it in a blender and grind it.
Keep it aside.
Now heat ghee in a pan.
Add ginger, garlic, onion, green chilies and cook till the onion becomes soft.
After the onion becomes soft, add carrots, green beans, potatoes, bay leaves, turmeric powder, red chilli powder, ground spices and mix well.
After 2 minutes, add rice, salt, 2 cups of water and let it boil.
After boiling, reduce the heat, cover the pan and cook until the rice is cooked.
If the rice remains raw, then add some more water and cook it.
After cooking, turn off the gas, cover and keep it aside for 10 minutes.
Serve.
Serve Chettinad Vegetable Casserole Recipe along with Bundi Raita and Baked Papad for dinner.",https://www.archanaskitchen.com/chettinad-vegetable-pulao-recipe-with-kohinoor-silver-basmati-rice-in-hindi,"turmeric powder,ginger,rice,ghee,cinnamon,fennel,red chilli powder,cloves garlic,carrot,green beans,onion,bay leaf break,mint leaves,potatoes,pepper,cloves,coriander seeds,green chillies,green peas",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Rice/Chettinad_Vegetable_Pulao_Recipe_with_Kohinoor_Platinum_Basmati_Rice_-1.jpg,19
Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe," 10 bud garlic, 1/2 cup mint, 2 green chillies, 1/2 tsp rye, 1 sprig curry leaves, salt - as per taste,8 amla, 10 cashew nuts, 1/4 tsp urad dal, 6 small onions, 1/4 tsp chana dal, 1 tsp oil, 1/2 cup coriander",15,Tamil Nadu,"To make Garlic Amla Chutney Recipe, first wash the amla, cut and remove the seeds.
Now wash the mint, green coriander and keep it aside.
Now heat oil in a pan.
Add small onion, garlic and cook the onion after it becomes soft.
Now add amla, mint, green coriander and cook it for 2 minutes.
Turn off the gas.
Allow this mixture to cool.
Pour this mixture in the mixer grinder with salt, a little water and make a paste.
Keep it separately.
For tempering, now heat oil in a tempering pan.
Add the mustard seeds, chana dal, urad dal, curry leaves, cashews and cook until cashew is light brown.
Add this tempering to the chutney and mix.
Mix well and serve.
Serve Garlic Amla Chutney Recipe with Ghee Roast Dosa and Filter Coffee for breakfast.",https://www.archanaskitchen.com/lehsun-amla-chutney-recipe-garlic-gooseberry-chutney-in-hindi,"cashew nuts,salt,rye,urad dal,mint,coriander,curry leaves,amla,onion,oil,chana dal,bud garlic,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/Garlic_Amla_Chutney_Recipe_-_Garlic_And_Gooseberry_Chutney.jpg,13
Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,"1 teaspoon Cumin powder (Jeera),5 cloves Garlic - finely chopped,1/2 cup Coriander (Dhania) Leaves - chopped,1 Cucumber - peeled and grated,Salt - to taste,1/2 cup Whole Wheat Flour,1/2 cup Gram flour (besan),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 Green Chillies - finely chopped,1/4 cup Rice flour,1 teaspoon Turmeric powder (Haldi),Ghee - for smearing on thalipeeth",60,Maharashtrian Recipes,"To begin making the Maharashtrian Kakdi Thalipeeth Recipe, in a large mixing bowl add all the 3 flours together and mix them.
Add all the remaining ingredients like the grated cucumber, turmeric powder, cumin powder, coriander powder, red chili powder, green chillies, coriander leaves, garlic and salt to taste.Mix everything well and add a little water at a time to make a smooth and firm dough of the Kakdi Thalipeeth.
The cucumber will release water when it gets combined with salt, so take care to add little water at a time.
The dough will be slightly sticky to handle.
Allow the dough to rest for 5 minutes.
Divide the dough into 4 portions.
Preheat the skillet on medium heat.
Keep water in a separate bowl to wet fingers and to wet a muslin cloth.Spread a wet muslin cloth on a smooth counter top.
Take a portion of the Kakdi Thalipeeth mixture and pat it on the wet cloth to about 4 inches in diameter.
Try not to make it too thin as it can break while flipping it on the skillet.Carefully lift the cloth along with the patted mixture and flip the Thalipeeth over on the skillet.
Drizzle a teaspoon of oil or ghee around the Thalipeeth and cook on medium heat.After about 3 minutes, you will be able to flip the Kakdi Thalipeeth over to the other side.
Allow each side to cook on medium heat for about 3-4 minutes, until the Thalipeeth are slightly crisp and browned.
Remove from heat and place on a serving platter.Continue the same procedure with the other portions of the Kakdi Thalipeeth dough.Serve the Maharashtrian Kakdi Thalipeeth along with Homemade Yogurt or lahsun chutney for breakfast.",https://www.archanaskitchen.com/maharashtrian-kakdi-thalipeeth-recipe-spiced-cucumber-flat-bread,"salt,wheat flour,cumin powder (jeera),ghee on thalipeeth,coriander (dhania) leaves,red chilli powder,cloves garlic,gram flour (besan),cucumber,coriander powder,rice flour,turmeric powder,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Raksha_Kamat/Cucumber_Thalipeeth.jpg,13
Homemade Healthy Subway Sandwich Recipe With Beet & Sprout,"2 Tomatoes - thinly sliced,1 Beetroot - grated,1/2 cup Hung Curd (Greek Yogurt),2 Submarine Bread (Subway Bread) - (flat breads or foot longs),2 cloves Garlic - grated,Tabasco Original - Hot Sauce - to taste,Salt and Pepper - to taste,2 Stalks Spring Onion (Bulb & Greens) - finely chopped,1/2 cup Green Moong Sprouts,2 tablespoon Coriander (Dhania) Leaves - finely chopped",30,Fusion,"To begin making Subway Sandwich Recipe With Roasted Beetroot, we will first cook the beets.Heat a teaspoon of oil in a wok; add the grated beets and garlic, sprinkle some salt and stir fry on low to medium heat until the beets are softened and cooked.Once you notice the beetroot is cooked through, turn off the heat and allow it to cool completely.Once the beetroot has cooled completely, add it to a large mixing bowl.
To this add in the greek yogurt/ hung curd, coriander leaves, spring onions along with salt and pepper to taste.
Give the mixture a good stir.
Keep this aside.In the next step toast the subway bread or the foot long along with butter in a skillet until lightly warmed and crisp.
You can use butter or olive oil for toasting.
Make sure you cut them into half and then toast.Once once, the next step is to layer the Subway Sandwich With Roasted Beetroot.Place the cut and toasted subway bread on a flat surface.Spread the beetroot mixture on one half of the sandwich, scatter the sliced tomatoes, the green moong sprouts and drizzle some tabasco sauce for a punch.
Now cover the Subway Sandwich With Roasted Beetroot by pressing it down with the other half and serve.Serve the Subway Sandwich Recipe With Roasted Beetroot for a wholesome weeknight dinner or even as an after school snack for your kids along with a Apple Almond Date Smoothie.
You can also pack this sandwich into an office lunchbox.",https://www.archanaskitchen.com/homemade-healthy-subway-sandwich-recipe-with-beet-sprout,"tomato,salt,hung curd (greek yogurt),stalks spring onion (bulb greens),coriander (dhania) leaves,tabasco original sauce,green moong sprouts,cloves garlic,pepper,beetroot,submarine bread (subway bread) (flat breads foot s)",https://www.archanaskitchen.com/images/archanaskitchen/World_Sandwiches_Burgers_Wraps/Beet_and_Sprout_Vegetable_Sandwich_Recipe-1.jpg,11
South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry,"2 teaspoons Coconut Oil,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 Green Chillies - slit,1 teaspoon Mustard seeds,1/2 cup Fresh coconut - grated,Water - as needed,2 Dry Red Chillies,1 sprig Curry leaves,5 Drumstick - cut into 3 inch pieces",45,South Indian Recipes,"To begin making Murungakkai Poriyal Recipe, wash the drumsticks well & peel them by removing the tough green part.
Cut them in 2 inches length.Take about glass of water in a kadhi, bring it to a boil, add these drumsticks with salt, turmeric powder (optional) & lightly steam them for 5-8 minutes.
Be careful not to overcook the drumsticks.
It should be tender but not mushy as in sambar or avial.Drain the water, keep the steamed drumsticks aside to cool slightly.Grate the coconut, add the green chillies & grind them well in a mixer.In the kadai, add coconut oil, once hot, add the mustard seeds, let it crackle.Then add the dry red chillies, curry leaves & add the steamed drumsticks.Mix everything well & let it cook for a minute.
Add the grated coconut & give it one last stir.Serve Murungakkai Poriyal Recipe along with Kerala Avial Recipe, Steamed Rice Recipe and Malabar Style Dates Pickle Recipe for a complete meal.",https://www.archanaskitchen.com/murungakkai-poriyal-recipe-south-indian-style-drumstick-stir-fry,"salt,mustard seeds,coconut,water,drumstick,curry leaves,dry red chillies,turmeric powder,coconut oil,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/vidya.masalachilli-gmail.com/Drumsticks_Poriyal__South_Style_Drumsticks_Sabzi_recipe.jpg,10
Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,"Ice cubes - a few,3 tablespoons Milk - luke warm+more cold milk as needed,1 cup Curd (Dahi / Yogurt) - (low fat),3/4 cup Mango Pulp (Puree),2 pinch Saffron strands,1 tablespoon Sugar - or honey,3 tablespoons Badam (Almond) - roughly chopped",25,Indian,"To begin making Kesar Mango Lassi Recipe, soak one pinch kesar in 2 tablespoons warm milk and keep it aside for few minutes.Get prep with other ingredients as well.
Take out the pulp from the mangoes and keep aside.In a blender, add mango pulp, curd/yogurt, cold milk and blend till combined.Once it is done, add chopped almonds (2 tablespoons), honey or sugar, some ice cubes and blend to make the Kesar Mango Lassi Recipe.Kesar Mango Lassi Recipe is ready to serve, garnish it with the rest of chopped almonds and saffron and serve with Bhel Puri Recipe or Asian Watermelon Salad Recipe during evening.",https://www.archanaskitchen.com/mango-saffron-lassi-recipe,"mango pulp (puree),milk cold milk,ice cubes,saffron strands,curd,badam (almond)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Mango_Saffron_Lassi.jpg,6
